id,crime_type,address,description,reported_at,latitude,longitude
1498,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-07T14:01:35.192417Z,26.9124,75.7873
1499,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-16T19:59:15.192431Z,32.7186,74.8581
1500,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-14T15:11:41.192446Z,30.7353,76.7789
1501,Fraud,"MG Road, Bengaluru, Karnataka",Reported fraud incident.,2025-03-06T10:02:34.192460Z,12.9716,77.5946
1502,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-07T05:34:53.192474Z,17.3616,78.4747
1503,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-20T13:28:13.192488Z,28.6328,77.2197
1504,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-09T20:07:04.192502Z,18.9436,72.8235
1505,Kidnapping,"Anna Salai, Chennai, Tamil Nadu",Reported kidnapping incident.,2025-03-08T16:26:17.192518Z,13.063,80.2606
1506,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-23T19:17:38.192533Z,22.5832,88.4088
1507,Theft,"Gandhi Nagar, Jammu",Reported theft incident.,2025-03-13T21:44:02.192547Z,32.7186,74.8581
1508,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-08T03:01:14.192562Z,18.9436,72.8235
1509,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-07T07:03:04.192576Z,22.5832,88.4088
1510,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-29T04:29:17.192591Z,18.9436,72.8235
1511,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-21T17:09:40.192605Z,12.9716,77.5946
1512,Fraud,"Salt Lake, Kolkata, West Bengal",Reported fraud incident.,2025-03-21T14:30:15.192619Z,22.5832,88.4088
1513,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-02T21:09:55.192633Z,22.5832,88.4088
1514,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-10T06:52:11.192648Z,26.8561,80.9346
1515,Fraud,"MG Road, Bengaluru, Karnataka",Reported fraud incident.,2025-03-21T13:38:06.192662Z,12.9716,77.5946
1516,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-30T19:39:48.192676Z,26.9124,75.7873
1517,Murder,"Gandhi Nagar, Jammu",Reported murder incident.,2025-03-07T06:31:58.192691Z,32.7186,74.8581
1518,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-02T17:14:19.192716Z,17.3616,78.4747
1519,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-13T02:12:58.192802Z,22.5832,88.4088
1520,Theft,"Hazratganj, Lucknow, Uttar Pradesh",Reported theft incident.,2025-03-02T17:43:22.192946Z,26.8561,80.9346
1521,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-29T03:01:51.192982Z,30.7353,76.7789
1522,Theft,"Hazratganj, Lucknow, Uttar Pradesh",Reported theft incident.,2025-03-08T16:52:17.192998Z,26.8561,80.9346
1523,Fraud,"Marine Drive, Mumbai, Maharashtra",Reported fraud incident.,2025-03-05T08:35:57.193012Z,18.9436,72.8235
1524,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-28T07:49:00.193026Z,28.6328,77.2197
1525,Theft,"Hazratganj, Lucknow, Uttar Pradesh",Reported theft incident.,2025-03-27T09:24:11.193041Z,26.8561,80.9346
1526,Theft,"Hazratganj, Lucknow, Uttar Pradesh",Reported theft incident.,2025-03-28T11:05:57.193055Z,26.8561,80.9346
1527,Kidnapping,"Anna Salai, Chennai, Tamil Nadu",Reported kidnapping incident.,2025-03-07T13:05:54.193069Z,13.063,80.2606
1528,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-16T23:21:38.193084Z,17.3616,78.4747
1529,Fraud,"Marine Drive, Mumbai, Maharashtra",Reported fraud incident.,2025-03-31T02:03:16.193098Z,18.9436,72.8235
1530,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-10T05:47:52.193113Z,13.063,80.2606
1531,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-26T07:23:12.193127Z,22.5832,88.4088
1532,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-26T14:02:52.193142Z,18.9436,72.8235
1533,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-10T12:52:32.193161Z,13.063,80.2606
1534,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-22T05:06:45.193176Z,12.9716,77.5946
1535,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-07T08:41:40.193190Z,17.3616,78.4747
1536,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-20T02:13:42.193205Z,28.6328,77.2197
1537,Vandalism,"Anna Salai, Chennai, Tamil Nadu",Reported vandalism incident.,2025-03-01T12:37:53.193223Z,13.063,80.2606
1538,Kidnapping,"Salt Lake, Kolkata, West Bengal",Reported kidnapping incident.,2025-03-15T15:54:23.193239Z,22.5832,88.4088
1539,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-08T22:36:04.193253Z,12.9716,77.5946
1540,Theft,"Marine Drive, Mumbai, Maharashtra",Reported theft incident.,2025-03-27T12:03:25.193268Z,18.9436,72.8235
1541,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-13T09:30:50.193282Z,30.7353,76.7789
1542,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-18T10:01:35.193296Z,22.5832,88.4088
1543,Fraud,"Charminar, Hyderabad, Telangana",Reported fraud incident.,2025-03-10T11:11:23.193310Z,17.3616,78.4747
1544,Vandalism,"Gandhi Nagar, Jammu",Reported vandalism incident.,2025-03-17T09:48:03.193324Z,32.7186,74.8581
1545,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-06T14:03:23.193348Z,30.7353,76.7789
1546,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-30T05:44:04.193364Z,26.8561,80.9346
1547,Fraud,"MI Road, Jaipur, Rajasthan",Reported fraud incident.,2025-03-16T06:47:50.193391Z,26.9124,75.7873
1548,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-27T06:14:29.193406Z,28.6328,77.2197
1549,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-24T10:30:00.193422Z,26.9124,75.7873
1550,Assault,"Gandhi Nagar, Jammu",Reported assault incident.,2025-03-16T19:09:28.193437Z,32.7186,74.8581
1551,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-02T14:26:49.193452Z,13.063,80.2606
1552,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-03-22T13:42:24.193466Z,30.7353,76.7789
1553,Theft,"Hazratganj, Lucknow, Uttar Pradesh",Reported theft incident.,2025-03-29T17:18:59.193480Z,26.8561,80.9346
1554,Drug Possession,"Hazratganj, Lucknow, Uttar Pradesh",Reported drug possession incident.,2025-03-01T19:33:56.193494Z,26.8561,80.9346
1555,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-19T00:29:31.193509Z,17.3616,78.4747
1556,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-17T04:08:59.193523Z,32.7186,74.8581
1557,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-09T13:41:15.193537Z,12.9716,77.5946
1558,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-01T13:07:06.193551Z,28.6328,77.2197
1559,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-03T01:03:29.193565Z,28.6328,77.2197
1560,Fraud,"MG Road, Bengaluru, Karnataka",Reported fraud incident.,2025-03-27T05:07:15.193580Z,12.9716,77.5946
1561,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-17T02:13:12.193594Z,12.9716,77.5946
1562,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-25T02:33:26.193613Z,17.3616,78.4747
1563,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-03-21T20:04:12.193628Z,12.9716,77.5946
1564,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-28T21:35:17.193642Z,13.063,80.2606
1565,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-03T00:55:54.193657Z,12.9716,77.5946
1566,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-29T23:25:53.193671Z,18.9436,72.8235
1567,Drug Possession,"Charminar, Hyderabad, Telangana",Reported drug possession incident.,2025-03-31T03:16:21.193685Z,17.3616,78.4747
1568,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-09T12:20:53.193702Z,12.9716,77.5946
1569,Murder,"Salt Lake, Kolkata, West Bengal",Reported murder incident.,2025-03-06T00:53:45.193718Z,22.5832,88.4088
1570,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-14T18:33:18.193738Z,22.5832,88.4088
1571,Theft,"Sector 17, Chandigarh",Reported theft incident.,2025-03-18T05:32:10.193753Z,30.7353,76.7789
1572,Drug Possession,"MI Road, Jaipur, Rajasthan",Reported drug possession incident.,2025-03-20T15:45:34.193768Z,26.9124,75.7873
1573,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-11T15:48:10.193783Z,18.9436,72.8235
1574,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-17T20:03:24.193807Z,30.7353,76.7789
1575,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-03-06T05:06:00.193825Z,12.9716,77.5946
1576,Vandalism,"Anna Salai, Chennai, Tamil Nadu",Reported vandalism incident.,2025-03-29T07:43:42.193840Z,13.063,80.2606
1577,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-22T16:41:39.193861Z,18.9436,72.8235
1578,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-25T23:14:13.193876Z,30.7353,76.7789
1579,Theft,"Marine Drive, Mumbai, Maharashtra",Reported theft incident.,2025-03-15T03:35:45.193890Z,18.9436,72.8235
1580,Murder,"Salt Lake, Kolkata, West Bengal",Reported murder incident.,2025-03-04T23:50:10.193905Z,22.5832,88.4088
1581,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-20T03:40:30.193919Z,12.9716,77.5946
1582,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-10T02:29:03.193933Z,17.3616,78.4747
1583,Vandalism,"MG Road, Bengaluru, Karnataka",Reported vandalism incident.,2025-03-11T16:38:04.193948Z,12.9716,77.5946
1584,Assault,"Connaught Place, New Delhi",Reported assault incident.,2025-03-24T04:34:07.193962Z,28.6328,77.2197
1585,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-05T18:44:03.193977Z,13.063,80.2606
1586,Vandalism,"Hazratganj, Lucknow, Uttar Pradesh",Reported vandalism incident.,2025-03-20T07:03:45.193991Z,26.8561,80.9346
1587,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-04T01:39:08.194012Z,26.9124,75.7873
1588,Theft,"Sector 17, Chandigarh",Reported theft incident.,2025-03-17T01:35:06.194038Z,30.7353,76.7789
1589,Vandalism,"Connaught Place, New Delhi",Reported vandalism incident.,2025-03-02T19:50:28.194052Z,28.6328,77.2197
1590,Murder,"Gandhi Nagar, Jammu",Reported murder incident.,2025-03-04T00:19:38.194066Z,32.7186,74.8581
1591,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-06T05:45:32.194080Z,22.5832,88.4088
1592,Vandalism,"MG Road, Bengaluru, Karnataka",Reported vandalism incident.,2025-03-20T22:17:36.194094Z,12.9716,77.5946
1593,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-25T15:19:58.194109Z,17.3616,78.4747
1594,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-25T15:59:40.194123Z,26.9124,75.7873
1595,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-14T04:34:00.194137Z,26.8561,80.9346
1596,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-13T04:17:58.194152Z,12.9716,77.5946
1597,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-15T15:36:11.194167Z,22.5832,88.4088
1598,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-02-28T18:41:26.194183Z,28.6328,77.2197
1599,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-10T15:03:11.194198Z,17.3616,78.4747
1600,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-28T16:08:04.194220Z,18.9436,72.8235
1601,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-03-19T07:43:09.194237Z,17.3616,78.4747
1602,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-05T02:57:56.194252Z,12.9716,77.5946
1603,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-11T21:43:58.194267Z,26.8561,80.9346
1604,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-10T20:45:59.194282Z,12.9716,77.5946
1605,Murder,"Marine Drive, Mumbai, Maharashtra",Reported murder incident.,2025-03-21T11:44:38.194299Z,18.9436,72.8235
1606,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-26T14:04:47.194313Z,30.7353,76.7789
1607,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-14T03:49:11.194327Z,28.6328,77.2197
1608,Fraud,"Charminar, Hyderabad, Telangana",Reported fraud incident.,2025-03-22T04:35:14.194342Z,17.3616,78.4747
1609,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-29T08:39:02.194364Z,17.3616,78.4747
1610,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-29T19:56:36.194388Z,28.6328,77.2197
1611,Fraud,"MI Road, Jaipur, Rajasthan",Reported fraud incident.,2025-03-09T05:30:38.194402Z,26.9124,75.7873
1612,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-02T20:53:56.194415Z,17.3616,78.4747
1613,Drug Possession,"Sector 17, Chandigarh",Reported drug possession incident.,2025-03-18T18:05:28.194430Z,30.7353,76.7789
1614,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-03-15T22:30:13.194444Z,12.9716,77.5946
1615,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-10T17:19:26.194459Z,26.9124,75.7873
1616,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-23T15:23:35.194475Z,26.8561,80.9346
1617,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-12T00:43:34.194489Z,12.9716,77.5946
1618,Fraud,"Sector 17, Chandigarh",Reported fraud incident.,2025-03-12T08:36:37.194504Z,30.7353,76.7789
1619,Vandalism,"Connaught Place, New Delhi",Reported vandalism incident.,2025-03-01T04:45:09.194523Z,28.6328,77.2197
1620,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-26T18:53:18.194539Z,17.3616,78.4747
1621,Assault,"Hazratganj, Lucknow, Uttar Pradesh",Reported assault incident.,2025-03-25T01:29:31.194553Z,26.8561,80.9346
1622,Vandalism,"Connaught Place, New Delhi",Reported vandalism incident.,2025-03-24T11:30:10.194567Z,28.6328,77.2197
1623,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-30T04:02:20.194582Z,13.063,80.2606
1624,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-15T08:14:05.194599Z,13.063,80.2606
1625,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-03-23T10:46:25.194614Z,17.3616,78.4747
1626,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-07T07:16:46.194628Z,28.6328,77.2197
1627,Drug Possession,"Connaught Place, New Delhi",Reported drug possession incident.,2025-03-06T23:50:36.194643Z,28.6328,77.2197
1628,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-05T21:38:58.194666Z,12.9716,77.5946
1629,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-19T07:36:48.194682Z,26.9124,75.7873
1630,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-04T19:56:04.194696Z,17.3616,78.4747
1631,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-02T14:38:18.194710Z,32.7186,74.8581
1632,Burglary,"Connaught Place, New Delhi",Reported burglary incident.,2025-03-27T04:25:23.194724Z,28.6328,77.2197
1633,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-12T01:47:23.194741Z,30.7353,76.7789
1634,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-31T04:11:53.194755Z,26.9124,75.7873
1635,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-27T14:11:45.194771Z,18.9436,72.8235
1636,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-05T17:13:14.194785Z,17.3616,78.4747
1637,Kidnapping,"Hazratganj, Lucknow, Uttar Pradesh",Reported kidnapping incident.,2025-03-17T14:43:47.194799Z,26.8561,80.9346
1638,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-24T10:31:58.194812Z,26.9124,75.7873
1639,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-13T09:33:51.194826Z,18.9436,72.8235
1640,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-07T14:19:33.194840Z,26.8561,80.9346
1641,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-18T16:15:41.194862Z,12.9716,77.5946
1642,Theft,"Marine Drive, Mumbai, Maharashtra",Reported theft incident.,2025-03-29T11:18:23.194878Z,18.9436,72.8235
1643,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-08T08:59:22.194892Z,28.6328,77.2197
1644,Murder,"Salt Lake, Kolkata, West Bengal",Reported murder incident.,2025-03-09T16:32:06.194906Z,22.5832,88.4088
1645,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-03-10T12:51:44.194921Z,17.3616,78.4747
1646,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-27T22:56:44.194936Z,17.3616,78.4747
1647,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-19T03:57:33.194951Z,32.7186,74.8581
1648,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-12T12:30:42.194966Z,17.3616,78.4747
1649,Fraud,"Sector 17, Chandigarh",Reported fraud incident.,2025-03-10T17:41:21.194981Z,30.7353,76.7789
1650,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-03-22T18:45:51.195009Z,12.9716,77.5946
1651,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-07T00:54:07.195028Z,26.9124,75.7873
1652,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-07T16:33:57.195044Z,13.063,80.2606
1653,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-10T00:16:10.195059Z,26.9124,75.7873
1654,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-12T17:49:59.195074Z,22.5832,88.4088
1655,Drug Possession,"MI Road, Jaipur, Rajasthan",Reported drug possession incident.,2025-03-13T02:19:47.195100Z,26.9124,75.7873
1656,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-21T09:12:31.195118Z,32.7186,74.8581
1657,Murder,"Marine Drive, Mumbai, Maharashtra",Reported murder incident.,2025-03-09T03:08:14.195133Z,18.9436,72.8235
1658,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-19T20:53:00.195148Z,22.5832,88.4088
1659,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-01T06:15:51.195162Z,17.3616,78.4747
1660,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-03-06T22:33:45.195176Z,30.7353,76.7789
1661,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-02T20:57:19.195191Z,18.9436,72.8235
1662,Fraud,"MG Road, Bengaluru, Karnataka",Reported fraud incident.,2025-03-29T20:49:45.195205Z,12.9716,77.5946
1663,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-27T16:38:41.195220Z,22.5832,88.4088
1664,Fraud,"Marine Drive, Mumbai, Maharashtra",Reported fraud incident.,2025-03-07T10:25:27.195235Z,18.9436,72.8235
1665,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-08T14:03:35.195267Z,18.9436,72.8235
